기관,사업체명,기관소재지,직무요약,사업유형,계획인원,참여인원,모집기간,근무지역(상세),직무내용,모집인원(상세),주근무시간,월근무시간,임금액,구인담당자,연락처
인지어스 유한회사 광주지사,(주)삼우전자,광주광역시/광산구,"- 제조업(알루미늄, 전자부품) - 60세 이상 자 채용 후 계속 고용",현장실습 훈련 지원,3,0,2025-02-04 ~ 2025-12-31,관련 사업장,"1. 사업명 : (주)삼우전자(본사) 시니어인턴십(경력자 채용) 사업 운영 안내2. 사업내용 : 제조업(알루미늄, 전자부품)3. 부서배치 및 참여인원 : 제조단순종사자, 설치정비원 3명4. 운영계획 : 시니어인턴십 3개월 운영 후 계속 고용 유지5. 직무교육 : 안전 교육 및 직무(실무 교육) 6. 모집연령대 : 60대7. 근무지역 : 관련사업장 8. 자격사항 : 없음9. 급여조건 : 회사 내규에 한함10. 사내복지 : 4대보험, 정규직전환 가능, 경조사 등",3,일/시간,,0,김은미,010-9605-9202
사단법인 광주전남여성벤처협회,디딤환경산업,광주광역시/광산구,"폐기물처리업,건설업 시니어인턴십3개월운영후계속고용",현장실습 훈련 지원,2,0,2025-01-01 ~ 2025-12-30,광주광산구소촌동,"1.사업목적 :  노인일자리 활성화 및 신규 일자리창출 어르신들이 경제 활동을 통한 우울증 감소 및 자신감 회복 소득 증대를 통한 경제력 확보2.사업내용 :  폐기물처리업,건설업3.부서배치및 참여인원 :  폐기물수집차운전원/2명4.운영계획 : 시니어인턴십3개월운영후계속고용5.직무교육 :  직장내근무수칙,직원소개및시설소개,안전수칙교육및해당업무교육6.모집연령대 : 60대7.모집직종 : 폐기물수집차운전원8.근무지역 : 광주광산구소촌동9.자격사항 : 없음10.근무시간: 08:00~17:0011.고용예정인원 : 인턴십 시행이후 계속고용 또는 신규고용 예정인원 2명 100% 계획",2,일/시간,,0,심미라,062-943-5001
사단법인 광주전남여성벤처협회,하늘마음어린이집,광주광역시/광산구,유치원 시니어인턴십3개월운영후계속고용,현장실습 훈련 지원,2,0,2025-01-01 ~ 2025-12-30,광주광산구신창동,"1.사업목적 :  노인일자리 활성화 및 신규 일자리창출 어르신들이 경제 활동을 통한 우울증 감소 및 자신감 회복 소득 증대를 통한 경제력 확보2.사업내용 : 유치원3.부서배치및 참여인원 : 운전원,조리사/2명 4.운영계획 : 시니어인턴십3개월운영후계속고용5.직무교육 :  직장 내 근무수칙, 직원소개 및 시설소개 안전수칙교육 및 해당 업무 교육6.모집연령대 : 60대7.모집직종 : 차량운전원,조리사8.근무지역 :  광주광산구신창동9.자격사항 : 1종 운전면허10.근무시간: 08:00~10:00 11.고용예정인원 : 인턴십 시행이후 계속고용 또는 신규고용 예정인원 2명 100% 계획",2,일/시간,,0,신현희,010-3637-0688
사단법인 광주전남여성벤처협회,(주)들꽃세상조경산업,광주광역시/광산구,건설업 시니어인턴십 3개월 운영 후 계속고용,현장실습 훈련 지원,3,0,2025-01-01 ~ 2025-12-30,광주 광산구 도덕동,"1.사업목적 :  노인일자리 활성화 및 신규 일자리창출 어르신들이 경제 활동을 통한 우울증 감소 및 자신감 회복 소득 증대를 통한 경제력 확보2.사업내용 :  건설업3.부서배치및 참여인원 : 현장관리자/건설채굴단순종사자/3명4.운영계획 : 시니어인턴십 3개월 운영 후 계속고용5.직무교육 :  직장 내 근무수칙, 직원소개 및 시설소개 안전수칙교육 및 해당 업무 교육6.모집연령대 : 60대7.모집직종 : 현장관리자/건설채굴단순종사자8.근무지역 : 광주 광산구 도덕동9.자격사항 :10.근무시간: 09:00~18:0011.고용예정인원 : 인턴십 시행이후 계속고용 또는 신규고용 예정인원 3명 100% 계획",3,일/시간,,0,양화숙,010-4095-0954
사단법인 광주전남여성벤처협회,대동테크주식회사,광주광역시/광산구,제조업 시니어인턴십3개월운영후계속고용,현장실습 훈련 지원,3,0,2025-01-01 ~ 2025-12-30,광주광산구하남동,"1.사업목적 :  노인일자리 활성화 및 신규 일자리창출 어르신들이 경제 활동을 통한 우울증 감소 및 자신감 회복 소득 증대를 통한 경제력 확보2.사업내용 :  가전부품제조업3.부서배치및 참여인원 :  가전부품조립 /3명4.운영계획 : 시니어인턴십3개월운영후계속고용5.직무교육 :  직장내근무수칙,직원소개및시설소개,안전수칙교육및해당업무교육6.모집연령대 : 60대7.모집직종 : 가전부품조립원8.근무지역 :  광주 광산구 하남동9.자격사항 : 없음10.근무시간: 08:00~17:0011.고용예정인원 : 인턴십 시행이후 계속고용 또는 신규고용 예정인원 3명 100% 계획",3,일/시간,,0,최성환,010-6291-1508
사단법인 광주전남여성벤처협회,(주)현대코리안,광주광역시/광산구,제조업 시니어인턴십3개월운영후계속고용,현장실습 훈련 지원,3,0,2025-01-01 ~ 2025-12-30,광주광산구우산동,"1.사업목적 :  노인일자리 활성화 및 신규 일자리창출 어르신들이 경제 활동을 통한 우울증 감소 및 자신감 회복 소득 증대를 통한 경제력 확보2.사업내용 :  제조업3.부서배치및 참여인원 : 생산직,3명4.운영계획 : 시니어인턴십3개월운영후계속고용5.직무교육 :  직장내근무수칙,직원소개및시설소개,안전수칙교육및해당업무교육6.모집연령대 : 60대7.모집직종 :  생산직8.근무지역 : 광주광산구우산동9.자격사항 : 없음10.근무시간: 08:30~17:3011.고용예정인원 : 인턴십 시행이후 계속고용 또는 신규고용 예정인원 3명 100% 계획",3,일/시간,,0,김윤아,062-956-6852
사단법인 광주전남여성벤처협회,하나에너텍AS,경기도/과천시,제조업 시니어인턴십3개월운영후계속고용,현장실습 훈련 지원,5,0,2025-01-01 ~ 2025-12-30,경기도과천시갈현동,"1.사업목적 :  노인일자리 활성화 및 신규 일자리창출 어르신들이 경제 활동을 통한 우울증 감소 및 자신감 회복 소득 증대를 통한 경제력 확보2.사업내용 :  제조업3.부서배치및 참여인원 :  생산직,현장설치및수리 /5명4.운영계획 : 시니어인턴십3개월운영후계속고용5.직무교육 :  직장내근무수칙,직원소개및시설소개,안전수칙교육및해당업무교육6.모집연령대 : 60대7.모집직종 : 생산직, 현장설및수리8.근무지역 :  경기도과천시갈현동9.자격사항 : 없음10.근무시간: 08:00~17:0011.고용예정인원 : 인턴십 시행이후 계속고용 또는 신규고용 예정인원 5명 100% 계획",5,일/시간,,0,오충록,010-3602-9569
사단법인 광주전남여성벤처협회,밝은숲어린이집,경상남도/창원시 마산합포구,어린이집 시니어인턴십3개월운영후계속고용,현장실습 훈련 지원,2,0,2025-01-01 ~ 2025-12-30,경남 창원,"1.사업목적 :  노인일자리 활성화 및 신규 일자리창출 어르신들이 경제 활동을 통한 우울증 감소 및 자신감 회복 소득 증대를 통한 경제력 확보2.사업내용 : 어린이집3.부서배치및 참여인원 : 운전원 조리사  2명 4.운영계획 : 시니어인턴십3개월운영후계속고용5.직무교육 :  직장 내 근무수칙, 직원소개 및 시설소개 안전수칙교육 및 해당 업무 교육6.모집연령대 : 60대7.모집직종 : 차량운전원,조리사8.근무지역 :  경남창원9.자격사항 : 1종 운전면허10.근무시간: 09:00~16:00 11.고용예정인원 : 인턴십 시행이후 계속고용 또는 신규고용 예정인원 2명 100% 계획",2,일/시간,,0,진경희,010-7525-3848
(주)두원잡 대구지사,의료법인 에덴재단,경기도/고양시 덕양구,"만 60세 이상자에게 신규 일자리 창출, 어르신들의 재취업 기회 촉진 (보건업) 시니어 인턴십 3개월 운영 후 계속고용",현장실습 훈련 지원,6,0,2025-05-29 ~ 2025-08-31,경기도 고양시,"의료법인 에덴재단 에서는 현장실습훈련(시니어인터십) 참여자를 모집합니다.1. 모집직종 :  간호사,간호조무사,조리사,조리원 : 6명2. 자격사항 :  신체건강한 분많은 참여바랍니다.",6,일/시간,,0,장현수,031-963-5600
(주)두원잡 대구지사,양산신문(주),경상남도/양산시,"만 60세 이상자에게 신규 일자리 창출, 어르신들의 재취업 기회 촉진 (제조업)출판,광고,인쇄업 시니어 인턴십 3개월 운영 후 계속고용",현장실습 훈련 지원,3,0,2025-06-10 ~ 2025-08-31,경남 양산시,양산신문(주)에서는 현장실습훈련(시니어인터십) 참여자를 모집합니다. 1. 모집직종 :  사무보조원 : 3명 2. 자격사항 :  신체건강한분 많은 참여바랍니다.,3,일/시간,,0,배혜정,055-386-2800
(주)두원잡 대구지사,산동세원노인복지센터,경상북도/청도군,"만 60세 이상자에게 신규 일자리 창출, 어르신들의 재취업 기회 촉진 (사회복지서비스업) 시니어 인턴십 3개월 운영 후 계속고용",현장실습 훈련 지원,2,0,2025-05-19 ~ 2025-08-31,경북 청도군,"산동세원노인복지센터에서는 현장실습훈련(시니어인터십) 참여자를 모집합니다.1. 모집직종 :  조리사(원), 보조운전원: 2명2. 자격사항 :  신체건강한분많은 참여바랍니다.",2,일/시간,,0,임상미,054-372-5547
대구달서시니어클럽,대구달서시니어클럽,대구광역시/달서구,'백세밥상' 진이찬방 대구상인점,공동체사업단,25,0,2025-08-01 ~ 2025-08-14,,,25,10일/4시간,,"451,350",김대현,053-626-8310
대구경영자총협회,큐리어스어린이집,대구광역시/달서구,보육업/어린이집 인턴 3개월후 계속고용,현장실습 훈련 지원,1,0,2025-07-25 ~ 2025-08-24,대구,1.사업명 : 시니어 인턴십 2.사업목적 :  - 노인일자리 활성화 및 신규 일자리창출  - 어르신들이 경제 활동을 통한 우울증 감소 및 자신감 회복 등록일 ㅣ 2025-07-25 정부지원일자리,1,일/시간,,0,오선영,053-655-0242
(주)두원잡 대구지사,떼제베스크린골프,대구광역시/달서구,"만 60세 이상자에게 신규 일자리 창출, 어르신들의 재취업 기회 촉진 (서비스업(부동산업)) 시니어 인턴십 3개월 운영 후 계속고용",현장실습 훈련 지원,2,0,2025-06-05 ~ 2025-08-31,대구시 달서구,"떼제베스크린골프에서는 현장실습훈련(시니어인터십) 참여자를 모집합니다.1. 모집직종 :  주차관리 안내원, 기타서비스 단순 종사원 : 2명2. 자격사항 :  신체건강한분많은 참여바랍니다.",2,일/시간,,0,이준경,053-561-1000
(주)두원잡 대구지사,대구더하다한방병원,대구광역시/동구,"만 60세 이상자에게 신규 일자리 창출, 어르신들의 재취업 기회 촉진 (한방병원(보건업)) 시니어 인턴십 3개월 운영 후 계속고용",현장실습 훈련 지원,5,0,2025-05-15 ~ 2025-08-31,대구시 동구,대구더하다한방병원에서는 현장실습훈련(시니어인터십) 참여자를 모집합니다.1. 모집직종 :  조리실(조리원) : 5명2. 자격사항 :  신체건강한분많은 참여바랍니다.,5,일/시간,,0,김나래,070-4323-0795
(주)두원잡 대구지사,주식회사 다온반상,서울특별시/강남구,"만 60세 이상자에게 신규 일자리 창출, 어르신들의 재취업 기회 촉진 (음식점업) 시니어 인턴십 3개월 운영 후 계속고용",현장실습 훈련 지원,4,0,2025-06-10 ~ 2025-08-31,서울시 강남구,주식회사 다온반상에서는 현장실습훈련(시니어인터십) 참여자를 모집합니다.1. 모집직종 :  기타조리사: 4명2. 자격사항 :  신체건강한 분많은 참여바랍니다.,4,일/시간,,0,남재현,010-3492-2998
(주)두원잡 대구지사,정원문화사,서울특별시/중구,"만 60세 이상자에게 신규 일자리 창출, 어르신들의 재취업 기회 촉진 (제조업) 시니어 인턴십 3개월 운영 후 계속고용",현장실습 훈련 지원,2,0,2025-05-23 ~ 2025-08-31,서울시 중구,정원문화사에서는 현장실습훈련(시니어인터십) 참여자를 모집합니다.1. 모집직종 :  제조 단순 종사원 : 2명2. 자격사항 :  신체건강한분많은 참여바랍니다.,2,일/시간,,0,조아성,02-2285-3235
(주)두원잡 대구지사,유한회사 제일식품,전라남도/강진군,"만 60세 이상자에게 신규 일자리 창출, 어르신들의 재취업 기회 촉진 (제조업) 시니어 인턴십 3개월 운영 후 계속고용",현장실습 훈련 지원,1,0,2025-06-11 ~ 2025-08-31,전남 강진군,유한회사 제일식품에서는 현장실습훈련(시니어인터십) 참여자를 모집합니다.1. 모집직종 :  제조단순종사원 : 1명2. 자격사항 :  신체건강한 분많은 참여바랍니다.,1,일/시간,,0,김준하,061-434-3777
(주)두원잡 대구지사,의료법인 에덴재단,경기도/고양시 덕양구,"만 60세 이상자에게 신규 일자리 창출, 어르신들의 재취업 기회 촉진 (보건업) 시니어 인턴십 3개월 운영 후 계속고용",현장실습 훈련 지원,6,0,2025-05-29 ~ 2025-08-31,경기도 고양시,"의료법인 에덴재단 에서는 현장실습훈련(시니어인터십) 참여자를 모집합니다.1. 모집직종 :  간호사,간호조무사,조리사,조리원 : 6명2. 자격사항 :  신체건강한 분많은 참여바랍니다.",6,일/시간,,0,장현수,031-963-5600
(주)두원잡 대구지사,양산신문(주),경상남도/양산시,"만 60세 이상자에게 신규 일자리 창출, 어르신들의 재취업 기회 촉진 (제조업)출판,광고,인쇄업 시니어 인턴십 3개월 운영 후 계속고용",현장실습 훈련 지원,3,0,2025-06-10 ~ 2025-08-31,경남 양산시,양산신문(주)에서는 현장실습훈련(시니어인터십) 참여자를 모집합니다. 1. 모집직종 :  사무보조원 : 3명 2. 자격사항 :  신체건강한분 많은 참여바랍니다.,3,일/시간,,0,배혜정,055-386-2800
(주)두원잡 대구지사,산동세원노인복지센터,경상북도/청도군,"만 60세 이상자에게 신규 일자리 창출, 어르신들의 재취업 기회 촉진 (사회복지서비스업) 시니어 인턴십 3개월 운영 후 계속고용",현장실습 훈련 지원,2,0,2025-05-19 ~ 2025-08-31,경북 청도군,"산동세원노인복지센터에서는 현장실습훈련(시니어인터십) 참여자를 모집합니다.1. 모집직종 :  조리사(원), 보조운전원: 2명2. 자격사항 :  신체건강한분많은 참여바랍니다.",2,일/시간,,0,임상미,054-372-5547
대구달서시니어클럽,대구달서시니어클럽,대구광역시/달서구,'백세밥상' 진이찬방 대구상인점,공동체사업단,25,0,2025-08-01 ~ 2025-08-14,,,25,10일/4시간,,"451,350",김대현,053-626-8310
대구경영자총협회,큐리어스어린이집,대구광역시/달서구,보육업/어린이집 인턴 3개월후 계속고용,현장실습 훈련 지원,1,0,2025-07-25 ~ 2025-08-24,대구,1.사업명 : 시니어 인턴십 2.사업목적 :  - 노인일자리 활성화 및 신규 일자리창출  - 어르신들이 경제 활동을 통한 우울증 감소 및 자신감 회복 등록일 ㅣ 2025-07-25 정부지원일자리,1,일/시간,,0,오선영,053-655-0242
대구중구시니어클럽,경산효자손요양원,경상북도/경산시,노인요양원시설 운영에 필요한 인력배치 채용 이후 계속고용 예정,현장실습 훈련 지원,2,0,2025-02-10 ~ 2025-12-31,경산시,"2025년 현장실습훈련(시니어인턴십) 지원사업 참여자 모집1.모집직종: 조리원(노인요양시설)2.모집인원: 2명3.모집기간: 2025.2.10~2025.12.314.근무기간: 2025.2.10~2025.12.315.근무시간: 08:00~17:00(휴게시간 1시간 포함)6.급여수준: 월2,100,000원/ 4대보험 가입7.자격요건: 60세 이상 직무를 수행할 수 있는 건강하고 의욕이 있는 분8.신청방법: 전화 문의 후 내방상담 및 기업 면접 실시9.제출서류: 주민등록등본, 이력서10.관련문의: 대구중구시니어클럽 현장실습 훈련 지원사업 담당자 권은진(053-422-1901)***업체 채용 모집 마감시 공고내용과 상이할수 있음***",2,일/시간,,0,권은진,053-422-1901
대구중구시니어클럽,동산노인요양공동생활가정,경상북도/경산시,노인요양공동생활가정 운영에 필요한 조리원 인력배치 채용 이후 계속고용 예정,현장실습 훈련 지원,1,0,2025-02-27 ~ 2025-12-31,경산시,"2025년 현장실습훈련(시니어인턴십) 지원사업 참여자 모집1.모집직종: 조리사(노인요양시설)2.모집인원: 1명3.모집기간: 2025.2.27.~2025.12.314.근무기간: 2025.2.27.~2025.12.315.근무시간: 06:00~17:30 (휴게시간포함)6.급여수준: 월2,200,000원/ 4대보험 가입7.자격요건: 60세 이상 직무를 수행할 수 있는 건강하고 의욕이 있는 분, 시설 조리  경험자 우대8.신청방법: 전화 문의 후 내방상담 및 기업 면접 실시9.제출서류: 주민등록등본, 이력서10.관련문의: 대구중구시니어클럽 현장실습 훈련 지원사업 담당자 권은진(053-422-1901)***업체 채용 모집 마감시 공고내용과 상이할수 있음***",1,일/시간,,0,권은진,053-422-1901
대구중구시니어클럽,(주)한결푸드,경상북도/구미시,"위탁급식업 식품접객업에 필요한 조리사, 조리원 인력배치 채용 이후 계속고용 예정",현장실습 훈련 지원,5,0,2025-01-01 ~ 2025-12-31,대구 경북,"2025년 현장실습훈련(시니어인턴십) 지원사업 참여자 모집1.모집직종: 위탁급식업 식품접객업 (조리사,조리원)2.모집인원: 5명3.모집기간: 2025.1.1~2025.12.314.근무기간: 2025.1.1~2025.12.315.근무시간: 09:00~18:00 (휴게시간 1시간 포함)6.급여수준: 시급 10,030원/4대보험 가입7.자격요건:  60세 이상 조리사자격증 소지자 및 조리 경력자 우대8.신청방법: 전화 문의 후 내방상담 및 기업 면접 실시9.제출서류: 주민등록등본, 이력서10.관련문의: 대구중구시니어클럽 현장실습 훈련 지원사업 담당자 권은진(053-422-1901)***업체 채용 모집 마감시 공고내용과 상이할수 있음***",5,일/시간,,0,권은진,053-422-1901
대구중구시니어클럽,(주)한결푸드 일진전자,경상북도/구미시,"위탁급식업 식품접객업에 필요한 조리사, 조리원 인력배치 채용 이후 계속고용 예정",현장실습 훈련 지원,5,0,2025-01-01 ~ 2025-12-31,대구 경북,"2025년 현장실습훈련(시니어인턴십) 지원사업 참여자 모집1.모집직종: 위탁급식업 식품접객업 (조리사,조리원)2.모집인원: 5명3.모집기간: 2025.1.1~2025.12.314.근무기간: 2025.1.1~2025.12.315.근무시간: 09:00~18:00 (휴게시간 1시간 포함)6.급여수준: 시급 10,030원/4대보험 가입7.자격요건:  60세 이상 조리사자격증 소지자 및 조리 경력자 우대8.신청방법: 전화 문의 후 내방상담 및 기업 면접 실시9.제출서류: 주민등록등본, 이력서10.관련문의: 대구중구시니어클럽 현장실습 훈련 지원사업 담당자 권은진(053-422-1901)***업체 채용 모집 마감시 공고내용과 상이할수 있음***",5,일/시간,,0,권은진,053-422-1901
대구중구시니어클럽,(주)씨앤에스푸드 티케이수지점,경상북도/구미시,"음식점업 위탁급식에 피룡한 조리사, 조리원 인력배치 채용 이후 계속고용 예정",현장실습 훈련 지원,5,0,2025-01-01 ~ 2025-12-31,대구 경북,"2025년 현장실습훈련(시니어인턴십) 지원사업 참여자 모집1.모집직종: 음식점업 위탁급식 (조리사,조리원)2.모집인원: 5명3.모집기간: 2025.1.1~2025.12.314.근무기간: 2025.1.1~2025.12.315.근무시간: 09:00~18:00 (휴게시간 1시간 포함)6.급여수준: 시급 10,030원/4대보험 가입7.자격요건:  60세 이상 조리사자격증 소지자 및 조리 경력자 우대8.신청방법: 전화 문의 후 내방상담 및 기업 면접 실시9.제출서류: 주민등록등본, 이력서10.관련문의: 대구중구시니어클럽 현장실습 훈련 지원사업 담당자 권은진(053-422-1901)***업체 채용 모집 마감시 공고내용과 상이할수 있음***",5,일/시간,,0,권은진,053-422-1901
대구중구시니어클럽,(주)한결푸드 119,경상북도/구미시,"위탁급식업 식품접객업에 필요한 조리사, 조리원 인력배치 채용 이후 계속고용 예정",현장실습 훈련 지원,5,0,2025-01-01 ~ 2025-12-31,대구 경북,"2025년 현장실습훈련(시니어인턴십) 지원사업 참여자 모집1.모집직종: 위탁급식업 식품 접객업 (조리사,조리원)2.모집인원: 5명3.모집기간: 2025.1.1~2025.12.314.근무기간: 2025.1.1~2025.12.315.근무시간: 09:00~18:00 (휴게시간 1시간 포함)6.급여수준: 시급 10,030원/4대보험 가입7.자격요건:  60세 이상 조리사자격증 소지자 및 조리 경력자 우대8.신청방법: 전화 문의 후 내방상담 및 기업 면접 실시9.제출서류: 주민등록등본, 이력서10.관련문의: 대구중구시니어클럽 현장실습 훈련 지원사업 담당자 권은진(053-422-1901)***업체 채용 모집 마감시 공고내용과 상이할수 있음***",5,일/시간,,0,권은진,053-422-1901
대구중구시니어클럽,동화나라유치원,경상북도/구미시,보육시설 운영에 필요한 운전원 배치 채용 이후 계속고용 예정,현장실습 훈련 지원,1,0,2025-02-01 ~ 2025-12-31,구미,"2025년 현장실습훈련(시니어인턴십) 지원사업 참여자 모집1.모집직종: 운전원(보육시설)2.모집인원: 1명3.모집기간: 2025.2.1~2025.12.314.근무기간: 2025.2.1~2025.12.315.근무시간: 일 4시간 6.급여수준: 월1,200,000원/ 4대보험 가입7.자격요건: 대형운전면허소지자, 60세 이상 직무를 수행할 수 있는 건강하고 의욕이 있는 분8.신청방법: 전화 문의 후 내방상담 및 기업 면접 실시9.제출서류: 주민등록등본, 이력서10.관련문의: 대구중구시니어클럽 현장실습 훈련 지원사업 담당자 권은진(053-422-1901)***업체 채용 모집 마감시 공고내용과 상이할수 있음***",1,일/시간,,0,권은진,053-422-1901
대구중구시니어클럽,노인요양시설 사랑플러스실버타운,경상북도/구미시,노인요양시설 운영에 필요한 조리원 배치 채용 이후 계속 고용 예정,현장실습 훈련 지원,2,0,2025-01-20 ~ 2025-12-31,경북 구미,"2025년 현장실습훈련(시니어인턴십) 지원사업 참여자 모집1.모집직종: 노인요양시설(조리원)2.모집인원: 2명3.모집기간: 2025.1.20~2025.12.314.근무기간: 2025.1.20~2025.12.315.근무시간: 09:00~18:00(시간상이. 휴게1시간 포함)6.급여수준: 월2,200,000원/ 4대보험 가입7.자격요건: 60세 이상 직무를 수행할 수 있는 건강하고 의욕이 있는 분8.신청방법: 전화 문의 후 내방상담 및 기업 면접 실시9.제출서류: 주민등록등본, 이력서10.관련문의: 대구중구시니어클럽 현장실습 훈련 지원사업 담당자 권은진(053-422-1901)***업체 채용 모집 마감시 공고내용과 상이할수 있음***",2,일/시간,,0,권은진,053-422-1901
대구중구시니어클럽,아이누리유치원,경상북도/구미시,교육서비스업 운영에 필요한 조리사 인력 배치 채용 이후 계속 고용 예정,현장실습 훈련 지원,1,0,2025-04-02 ~ 2025-12-31,대구,"2025년 현장실습훈련(시니어인턴십) 지원사업 참여자 모집1.모집직종: 조리원(유치원)2.모집인원: 1명3.모집기간: 2025.4.2.~2025.12.314.근무기간: 2025.4.2.~2025.12.315.근무시간: 09:00~13:30(휴게시간 포함)6.급여수준: 월1,200,000원/ 4대보험 가입7.자격요건: 60세 이상 직무를 수행할 수 있는 건강하고 의욕이 있는 분8.신청방법: 전화 문의 후 내방상담 및 기업 면접 실시9.제출서류: 주민등록등본, 이력서10.관련문의: 대구중구시니어클럽 현장실습 훈련 지원사업 담당자 권은진(053-422-1901)***업체 채용 모집 마감시 공고내용과 상이할수 있음***",1,일/시간,,0,권은진,053-422-1901
대구중구시니어클럽,(주)씨앤에스푸드,경상북도/군위군,"음숙 구내식당 조리에 필요한 조리사, 조리원 인력배치 채용 이후 계속고용 예정",현장실습 훈련 지원,5,0,2025-01-01 ~ 2025-12-31,"대구,경북","2025년 현장실습훈련(시니어인턴십) 지원사업 참여자 모집1.모집직종: 구내식당(조리사,조리원)2.모집인원: 5명3.모집기간: 2025.1.1~2025.12.314.근무기간: 2025.1.1~2025.12.315.근무시간: 09:00~18:00 (휴게시간 1시간 포함)6.급여수준: 시급 10,030원/4대보험 가입7.자격요건:  60세 이상 조리사자격증 소지자 및 조리 경력자 우대8.신청방법: 전화 문의 후 내방상담 및 기업 면접 실시9.제출서류: 주민등록등본, 이력서10.관련문의: 대구중구시니어클럽 현장실습 훈련 지원사업 담당자 권은진(053-422-1901)***업체 채용 모집 마감시 공고내용과 상이할수 있음***",5,일/시간,,0,권은진,053-422-1901
대구중구시니어클럽,경산효자손요양원,경상북도/경산시,노인요양원시설 운영에 필요한 인력배치 채용 이후 계속고용 예정,현장실습 훈련 지원,2,0,2025-02-10 ~ 2025-12-31,경산시,"2025년 현장실습훈련(시니어인턴십) 지원사업 참여자 모집1.모집직종: 조리원(노인요양시설)2.모집인원: 2명3.모집기간: 2025.2.10~2025.12.314.근무기간: 2025.2.10~2025.12.315.근무시간: 08:00~17:00(휴게시간 1시간 포함)6.급여수준: 월2,100,000원/ 4대보험 가입7.자격요건: 60세 이상 직무를 수행할 수 있는 건강하고 의욕이 있는 분8.신청방법: 전화 문의 후 내방상담 및 기업 면접 실시9.제출서류: 주민등록등본, 이력서10.관련문의: 대구중구시니어클럽 현장실습 훈련 지원사업 담당자 권은진(053-422-1901)***업체 채용 모집 마감시 공고내용과 상이할수 있음***",2,일/시간,,0,권은진,053-422-1901
대구중구시니어클럽,동산노인요양공동생활가정,경상북도/경산시,노인요양공동생활가정 운영에 필요한 조리원 인력배치 채용 이후 계속고용 예정,현장실습 훈련 지원,1,0,2025-02-27 ~ 2025-12-31,경산시,"2025년 현장실습훈련(시니어인턴십) 지원사업 참여자 모집1.모집직종: 조리사(노인요양시설)2.모집인원: 1명3.모집기간: 2025.2.27.~2025.12.314.근무기간: 2025.2.27.~2025.12.315.근무시간: 06:00~17:30 (휴게시간포함)6.급여수준: 월2,200,000원/ 4대보험 가입7.자격요건: 60세 이상 직무를 수행할 수 있는 건강하고 의욕이 있는 분, 시설 조리  경험자 우대8.신청방법: 전화 문의 후 내방상담 및 기업 면접 실시9.제출서류: 주민등록등본, 이력서10.관련문의: 대구중구시니어클럽 현장실습 훈련 지원사업 담당자 권은진(053-422-1901)***업체 채용 모집 마감시 공고내용과 상이할수 있음***",1,일/시간,,0,권은진,053-422-1901
대구중구시니어클럽,(주)한결푸드,경상북도/구미시,"위탁급식업 식품접객업에 필요한 조리사, 조리원 인력배치 채용 이후 계속고용 예정",현장실습 훈련 지원,5,0,2025-01-01 ~ 2025-12-31,대구 경북,"2025년 현장실습훈련(시니어인턴십) 지원사업 참여자 모집1.모집직종: 위탁급식업 식품접객업 (조리사,조리원)2.모집인원: 5명3.모집기간: 2025.1.1~2025.12.314.근무기간: 2025.1.1~2025.12.315.근무시간: 09:00~18:00 (휴게시간 1시간 포함)6.급여수준: 시급 10,030원/4대보험 가입7.자격요건:  60세 이상 조리사자격증 소지자 및 조리 경력자 우대8.신청방법: 전화 문의 후 내방상담 및 기업 면접 실시9.제출서류: 주민등록등본, 이력서10.관련문의: 대구중구시니어클럽 현장실습 훈련 지원사업 담당자 권은진(053-422-1901)***업체 채용 모집 마감시 공고내용과 상이할수 있음***",5,일/시간,,0,권은진,053-422-1901
대구중구시니어클럽,(주)한결푸드 일진전자,경상북도/구미시,"위탁급식업 식품접객업에 필요한 조리사, 조리원 인력배치 채용 이후 계속고용 예정",현장실습 훈련 지원,5,0,2025-01-01 ~ 2025-12-31,대구 경북,"2025년 현장실습훈련(시니어인턴십) 지원사업 참여자 모집1.모집직종: 위탁급식업 식품접객업 (조리사,조리원)2.모집인원: 5명3.모집기간: 2025.1.1~2025.12.314.근무기간: 2025.1.1~2025.12.315.근무시간: 09:00~18:00 (휴게시간 1시간 포함)6.급여수준: 시급 10,030원/4대보험 가입7.자격요건:  60세 이상 조리사자격증 소지자 및 조리 경력자 우대8.신청방법: 전화 문의 후 내방상담 및 기업 면접 실시9.제출서류: 주민등록등본, 이력서10.관련문의: 대구중구시니어클럽 현장실습 훈련 지원사업 담당자 권은진(053-422-1901)***업체 채용 모집 마감시 공고내용과 상이할수 있음***",5,일/시간,,0,권은진,053-422-1901
